Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,Home.Ownership,Monthly.Income,Open.CREDIT.Lines,Revolving.CREDIT.Balance
22000,21950,0.09,36 months,debt_consolidation,0.19,MORTGAGE,6041.67,9,6055
22350,486.13,0.14,36 months,home_improvement,0.04,OWN,11250,8,10753
5000,5000,0.14,36 months,debt_consolidation,0.11,RENT,2500,7,2050
20000,20000,0.08,36 months,debt_consolidation,0.07,RENT,10833.33,7,16092
7000,7000,0.09,36 months,home_improvement,0.15,MORTGAGE,5416.67,14,15272
15000,15000,0.14,60 months,debt_consolidation,0.03,RENT,7236.67,3,3335
10000,9975,0.1,60 months,debt_consolidation,0.06,MORTGAGE,2333.33,10,5547
25000,25000,0.21,60 months,debt_consolidation,0.09,RENT,6250,5,17213
14400,14400,0.13,36 months,debt_consolidation,0.21,RENT,3333.33,9,14073
10000,10000,0.11,36 months,debt_consolidation,0.13,RENT,2833.33,5,14087
19750,19750,0.16,36 months,other,0.05,MORTGAGE,8333.33,9,11383
10000,10000,0.12,36 months,credit_card,0.12,MORTGAGE,4000,11,8413
4550,4550,0.14,36 months,medical,0.17,RENT,10833.33,10,66461
7500,6392.86,0.11,36 months,credit_card,0.21,MORTGAGE,7500,12,120338
13075,13075,0.12,60 months,debt_consolidation,0.23,MORTGAGE,7291.67,14,27622
7000,7000,0.08,36 months,credit_card,0.08,RENT,2916.67,7,4276
3000,3000,0.07,36 months,other,0.21,RENT,2500,3,1298
18000,17950,0.14,36 months,debt_consolidation,0.24,MORTGAGE,5166.67,8,24380
14675,14675,0.16,36 months,credit_card,0.27,RENT,3250,14,7525
10000,10000,0.14,36 months,credit_card,0.08,MORTGAGE,3750,4,3776
9600,9600,0.11,60 months,other,0.04,MORTGAGE,8000,7,3207
10000,10000,0.13,36 months,credit_card,0.03,MORTGAGE,9166.67,5,10079
1500,1500,0.07,36 months,debt_consolidation,0.17,MORTGAGE,5166.67,13,7453
10000,10000,0.14,36 months,debt_consolidation,0.19,RENT,3750,8,9969
7000,6963.08,0.13,36 months,debt_consolidation,0.13,RENT,4325,8,8076
4000,4000,0.17,60 months,debt_consolidation,0.16,MORTGAGE,4721,18,11319
16750,16750,0.08,36 months,credit_card,0.18,OWN,9125,19,33986
5600,4350,0.13,36 months,debt_consolidation,0.08,RENT,2500,6,18718
11950,11950,0.14,36 months,other,0.21,MORTGAGE,5833.33,22,15962
12000,12000,0.14,60 months,credit_card,0.1,RENT,4166.67,13,16069
5000,5000,0.08,36 months,debt_consolidation,0.1,MORTGAGE,4333.33,5,1825
3800,3800,0.12,36 months,debt_consolidation,0.23,OWN,2641.67,3,8467
9000,9000,0.11,36 months,small_business,0.22,RENT,3000,6,4602
5000,5000,0.1,36 months,credit_card,0.18,MORTGAGE,3333.33,9,5330
7000,7000,0.12,36 months,credit_card,0.12,RENT,3400,8,6163
5000,5000,0.11,36 months,vacation,0.15,RENT,7333.33,23,35055
20000,18126.99,0.12,60 months,debt_consolidation,0.2,MORTGAGE,4500,15,26424
2000,2000,0.14,36 months,debt_consolidation,0.22,OWN,3600,10,14234
29175,29175,0.13,36 months,debt_consolidation,0.21,RENT,5416.67,10,22811
9000,8882.52,0.11,60 months,vacation,0.14,MORTGAGE,10000,10,4546
27000,26975,0.19,60 months,debt_consolidation,0.19,MORTGAGE,6500,9,16294
20000,20000,0.13,60 months,debt_consolidation,0.18,MORTGAGE,4853.33,12,1207
10000,10000,0.1,36 months,debt_consolidation,0.3,RENT,4166.67,9,22207
10000,10000,0.08,36 months,debt_consolidation,0.2,RENT,6666.67,14,23061
8000,7975,0.06,36 months,home_improvement,0.18,MORTGAGE,4250,10,4455
12000,12000,0.07,36 months,debt_consolidation,0.13,RENT,5416.67,13,13953
35000,35000,0.17,60 months,debt_consolidation,0.27,OWN,10000,11,42867
11875,11875,0.06,36 months,debt_consolidation,0.21,MORTGAGE,2740.5,16,23490
20000,19975,0.16,60 months,small_business,0.16,MORTGAGE,3750,9,19872
18000,9516.78,0.12,36 months,debt_consolidation,0.17,MORTGAGE,7750,17,29046
8000,7900,0.16,60 months,debt_consolidation,0.2,RENT,4500,10,2786
24000,24000,0.07,36 months,debt_consolidation,0.06,MORTGAGE,9583.33,9,22725
11500,11475,0.12,36 months,credit_card,0.24,MORTGAGE,2458.33,9,21668
2000,2000,0.17,36 months,other,0.03,RENT,2750,3,3247
12800,12800,0.17,60 months,home_improvement,0.19,OWN,4166.67,15,12693
10000,10000,0.2,36 months,debt_consolidation,0.23,MORTGAGE,6000,34,19424
4800,4800,0.17,60 months,house,0.15,RENT,4008.33,18,8828
10000,10000,0.19,36 months,credit_card,0.06,RENT,5416.67,8,9783
25000,25000,0.14,36 months,credit_card,0.28,OWN,5416.67,11,18460
5000,5000,0.12,36 months,major_purchase,0.1,RENT,9288.33,17,798
4800,4775,0.08,36 months,debt_consolidation,0.14,RENT,6333.33,6,1782
16475,16475,0.14,60 months,debt_consolidation,0.16,MORTGAGE,3333.33,7,5568
8000,8000,0.08,36 months,debt_consolidation,0.23,MORTGAGE,3750,8,2719
5000,4797.96,0.11,36 months,debt_consolidation,0.2,RENT,3200,7,387
28350,28350,0.2,36 months,debt_consolidation,0.29,RENT,5833.33,11,10119
16000,15900,0.16,60 months,debt_consolidation,0.05,MORTGAGE,17500,7,12643
15000,13885.68,0.18,60 months,debt_consolidation,0.08,RENT,12500,14,8296
6000,5975,0.09,36 months,debt_consolidation,0.17,RENT,6996.17,12,6252
21000,21000,0.17,60 months,debt_consolidation,0.31,RENT,4583.33,13,32616
6000,6000,0.08,36 months,debt_consolidation,0.11,MORTGAGE,2883.33,8,4813
10500,10500,0.14,36 months,debt_consolidation,0.28,RENT,2500,6,16128
16000,16000,0.16,60 months,debt_consolidation,0.25,MORTGAGE,5416.67,10,9638
10000,10000,0.11,36 months,credit_card,0.26,RENT,3750,8,6891
5000,4975,0.12,36 months,debt_consolidation,0.18,RENT,7083.33,6,2591
30000,29750.38,0.2,60 months,debt_consolidation,0.2,OWN,6250,2,7143
12000,11975,0.14,60 months,debt_consolidation,0.21,MORTGAGE,5916.67,11,8244
35000,35000,0.22,60 months,debt_consolidation,0.21,MORTGAGE,7833.33,14,27610
25200,24999.92,0.2,60 months,debt_consolidation,0.15,MORTGAGE,7166.67,11,28481
2000,2000,0.13,36 months,major_purchase,0.14,RENT,3750,4,1485
12000,11975,0.18,36 months,debt_consolidation,0.1,RENT,4333.33,12,12837
12500,12500,0.09,36 months,debt_consolidation,0.14,RENT,4154.17,9,10465
8000,7925,0.07,36 months,credit_card,0.22,MORTGAGE,3666.67,11,17907
5000,5000,0.12,36 months,credit_card,0.11,RENT,1833.33,7,5408
12800,12800,0.15,36 months,vacation,0.18,RENT,10000,13,5792
33000,33000,0.08,36 months,debt_consolidation,0,MORTGAGE,102750,7,95435
15000,15000,0.07,36 months,medical,0.07,MORTGAGE,9083.33,12,1410
5000,5000,0.08,36 months,debt_consolidation,0.17,RENT,1750,7,8162
7000,7000,0.14,36 months,medical,0.07,RENT,3010,5,3047
13450,13450,0.14,36 months,debt_consolidation,0.13,MORTGAGE,3333.33,5,5407
20375,20375,0.14,60 months,debt_consolidation,0.23,MORTGAGE,5416.67,17,20980
1200,1200,0.16,36 months,debt_consolidation,0.1,RENT,3833.33,10,6520
16000,15975,0.06,36 months,debt_consolidation,0.09,RENT,12750,16,13690
2000,2000,0.14,36 months,debt_consolidation,0.22,RENT,4333.33,9,8496
11200,11150,0.14,36 months,home_improvement,0.18,MORTGAGE,2773.33,6,6720
28000,28000,0.08,36 months,credit_card,0.12,RENT,11250,10,40302
28000,27950,0.22,60 months,debt_consolidation,0.17,MORTGAGE,10166.67,12,43182
3000,2322.59,0.15,36 months,major_purchase,0.19,MORTGAGE,3466.67,9,4285
7200,7200,0.12,36 months,credit_card,0.29,RENT,4166.67,12,5165
4600,4600,0.05,36 months,home_improvement,0.03,MORTGAGE,3664.25,6,3127
8000,8000,0.07,36 months,small_business,0.09,MORTGAGE,5833.33,5,4469
20125,20125,0.18,36 months,credit_card,0.11,MORTGAGE,8937.5,14,12418
19050,19050,0.14,60 months,debt_consolidation,0.11,MORTGAGE,5000,16,19988
21850,21825,0.19,60 months,credit_card,0.2,RENT,4400,7,9171
5000,5000,0.1,36 months,moving,0.19,RENT,4200,7,1109
12000,12000,0.15,36 months,debt_consolidation,0.08,RENT,7750,10,16132
5800,5800,0.06,36 months,credit_card,0.07,RENT,5208.33,7,4965
10000,10000,0.12,36 months,other,0.13,RENT,5800,9,4214
4800,4800,0.08,36 months,credit_card,0.17,MORTGAGE,6250,7,4195
8000,8000,0.11,36 months,debt_consolidation,0.17,RENT,2500,13,7027
9750,9750,0.16,36 months,debt_consolidation,0.34,MORTGAGE,3119.92,12,8774
4000,4000,0.13,36 months,major_purchase,0.01,RENT,9583.33,8,5304
3000,3000,0.11,36 months,debt_consolidation,0.21,RENT,5583.33,6,1531
16000,16000,0.16,36 months,credit_card,0.11,RENT,5075,15,22380
12000,11725,0.1,36 months,car,0.15,MORTGAGE,3000,8,20328
7500,5795.24,0.12,36 months,home_improvement,0.18,MORTGAGE,2500,7,6349
9600,9600,0.08,36 months,debt_consolidation,0.06,MORTGAGE,6500,8,23353
23850,23850,0.23,60 months,debt_consolidation,0.21,MORTGAGE,5000,13,17587
6250,6250,0.14,36 months,debt_consolidation,0.2,RENT,4248.33,9,9991
16750,16359.69,0.08,36 months,debt_consolidation,0.21,MORTGAGE,3778.67,9,22352
4000,4000,0.13,36 months,major_purchase,0.03,RENT,1600,3,1295
23500,23500,0.19,36 months,credit_card,0.2,RENT,6800,17,31812
3600,3575,0.13,36 months,educational,0.03,RENT,2000,8,2650
1900,1900,0.07,36 months,other,0.23,RENT,2208.33,11,8508
22500,22500,0.08,36 months,other,0.2,OWN,5208.33,5,22876
12000,12000,0.08,60 months,debt_consolidation,0.11,MORTGAGE,4425.17,9,14816
15000,15000,0.13,60 months,debt_consolidation,0.16,MORTGAGE,4500,17,18592
32000,32000,0.17,36 months,other,0.1,MORTGAGE,19166.67,8,66885
24000,24000,0.24,60 months,debt_consolidation,0.21,RENT,4583.33,13,28399
5500,5500,0.16,36 months,vacation,0.2,RENT,5416.67,13,13079
7300,7300,0.08,36 months,credit_card,0.12,RENT,3090.5,5,13459
25000,24975,0.13,60 months,debt_consolidation,0.28,RENT,7250,14,19598
4575,4575,0.11,36 months,credit_card,0.21,OWN,1280,8,9484
10000,10000,0.15,36 months,debt_consolidation,0.16,MORTGAGE,3416.67,24,16591
20000,19950,0.16,60 months,credit_card,0.24,MORTGAGE,5000,10,20062
11100,11100,0.11,36 months,credit_card,0.3,MORTGAGE,4000,10,13410
17000,17000,0.11,60 months,debt_consolidation,0.11,MORTGAGE,4166.67,10,19020
12000,11975,0.14,36 months,debt_consolidation,0.17,RENT,2000,6,7552
24000,24000,0.12,36 months,wedding,0.23,RENT,8750,12,29683
7000,7000,0.18,36 months,credit_card,0.08,RENT,6000,5,6623
10000,10000,0.12,36 months,debt_consolidation,0.2,RENT,5833.33,16,25687
14000,14000,0.07,36 months,credit_card,0.29,RENT,4250,16,1850
3250,3225,0.08,36 months,credit_card,0.03,RENT,2083.33,6,2114
18000,18000,0.11,36 months,debt_consolidation,0.12,RENT,5100,8,17139
19500,19500,0.21,36 months,debt_consolidation,0.27,MORTGAGE,5125,11,29033
5000,5000,0.06,36 months,debt_consolidation,0.3,OWN,2083.33,12,22141
20000,20000,0.18,60 months,debt_consolidation,0.18,RENT,4250,10,11805
6000,6000,0.13,36 months,debt_consolidation,0.2,RENT,7500,6,6686
14300,14300,0.14,36 months,debt_consolidation,0.22,MORTGAGE,7750,11,25213
12800,12800,0.12,36 months,credit_card,0.1,MORTGAGE,5000,9,33085
3000,2975,0.08,36 months,major_purchase,0.18,RENT,3458.33,4,2999
25000,25000,0.13,36 months,debt_consolidation,0.18,MORTGAGE,14166.67,21,96169
18000,18000,0.12,36 months,credit_card,0.22,RENT,4583.33,13,17868
9750,9750,0.15,36 months,debt_consolidation,0.14,OWN,2518.67,7,13209
5000,5000,0.12,36 months,debt_consolidation,0.24,RENT,2500,8,7980
4000,4000,0.13,36 months,car,0.22,RENT,2000,16,1625
1200,1200,0.08,36 months,debt_consolidation,0.07,RENT,1300,8,1775
12000,12000,0.17,36 months,debt_consolidation,0.2,RENT,5416.67,7,3747
5000,5000,0.16,36 months,credit_card,0.1,OWN,1733.33,11,4366
21700,21700,0.08,36 months,debt_consolidation,0.05,MORTGAGE,15000,5,128707
21850,21850,0.16,60 months,debt_consolidation,0.32,MORTGAGE,4628,17,32103
12000,12000,0.11,36 months,home_improvement,0.15,MORTGAGE,5833.33,7,2701
7000,7000,0.18,36 months,other,0.16,MORTGAGE,4166.67,7,4167
32000,32000,0.24,60 months,moving,0.08,MORTGAGE,16666.67,5,50330
13000,13000,0.14,60 months,debt_consolidation,0.18,RENT,3302,5,15076
12000,12000,0.12,36 months,credit_card,0.14,MORTGAGE,2916.67,10,13576
25475,25375,0.19,60 months,debt_consolidation,0.22,RENT,5000.67,17,24081
10000,10000,0.11,36 months,credit_card,0.26,RENT,2833.33,8,6521
5000,5000,0.12,36 months,other,0.25,MORTGAGE,8416.67,20,58836
10000,9725,0.08,36 months,debt_consolidation,0.19,MORTGAGE,4300,15,24413
4000,4000,0.14,36 months,debt_consolidation,0.26,MORTGAGE,3333.33,12,19443
8000,8000,0.1,36 months,debt_consolidation,0.02,RENT,2800,5,2186
35000,35000,0.11,36 months,debt_consolidation,0.09,MORTGAGE,18750,13,18528
9000,7650,0.11,36 months,credit_card,0.13,MORTGAGE,5666.67,22,36164
9000,9000,0.06,36 months,debt_consolidation,0.06,MORTGAGE,8333.33,9,1717
24000,24000,0.17,60 months,debt_consolidation,0.21,OWN,6250,10,17780
18000,18000,0.13,60 months,debt_consolidation,0.17,RENT,7083.33,8,2234
4000,4000,0.14,60 months,major_purchase,0.13,OWN,3500,5,8518
15000,15000,0.07,36 months,debt_consolidation,0.03,MORTGAGE,6250,8,13131
6075,6075,0.17,36 months,debt_consolidation,0.2,OWN,2666.67,15,7515
13800,13800,0.17,60 months,medical,0.02,RENT,4166.67,3,2766
10000,10000,0.19,60 months,debt_consolidation,0.12,RENT,6800,24,8311
8000,7725,0.11,36 months,credit_card,0.13,MORTGAGE,7000,3,175087
15000,15000,0.17,36 months,debt_consolidation,0.33,RENT,3000,20,15092
4800,4800,0.07,36 months,car,0.1,MORTGAGE,7291.67,14,0
24250,17431.82,0.12,60 months,credit_card,0.24,MORTGAGE,5833.33,6,31061
7000,6975,0.07,36 months,vacation,0.21,RENT,3000,12,10784
10500,10500,0.12,36 months,major_purchase,0.05,RENT,5000,4,502
25000,24950,0.21,60 months,debt_consolidation,0.24,MORTGAGE,5666.67,8,27699
21000,21000,0.14,60 months,debt_consolidation,0.06,MORTGAGE,8333.33,10,22196
14400,14400,0.14,36 months,debt_consolidation,0.24,MORTGAGE,5833.33,9,25515
9600,9600,0.11,36 months,debt_consolidation,0.09,RENT,3458.33,4,8915
12000,12000,0.09,60 months,credit_card,0.19,MORTGAGE,4000,7,143151
10000,10000,0.12,36 months,major_purchase,0.11,OWN,13333,12,36672
4000,4000,0.15,36 months,moving,0.22,RENT,4000,10,18833
20000,20000,0.21,36 months,debt_consolidation,0.19,RENT,6000,7,21202
31300,31300,0.23,60 months,debt_consolidation,0.34,OWN,5833.33,11,25344
6900,6900,0.08,36 months,home_improvement,0.14,OWN,2750,14,4087
30000,17982.94,0.18,60 months,wedding,0.24,RENT,5632.33,10,24217
2000,2000,0.12,36 months,wedding,0.02,RENT,2518.75,5,985
12000,12000,0.08,36 months,credit_card,0.13,OWN,5833.33,8,9866
3300,3300,0.1,36 months,small_business,0.05,RENT,3125,8,2623
25000,25000,0.14,36 months,credit_card,0.15,MORTGAGE,10000,16,46708
6000,5950,0.1,36 months,debt_consolidation,0.07,RENT,2300,5,4006
3250,3250,0.21,36 months,small_business,0.32,RENT,2858.33,5,17662
16500,16175,0.12,60 months,home_improvement,0.06,MORTGAGE,5833.33,8,30455
31000,31000,0.21,60 months,debt_consolidation,0.11,RENT,5833.33,12,27120
4000,4000,0.14,36 months,debt_consolidation,0.03,MORTGAGE,2916.67,2,2476
6000,6000,0.17,36 months,moving,0.02,RENT,4416.67,3,2426
7500,7500,0.07,36 months,debt_consolidation,0.13,MORTGAGE,9583.33,20,22464
12000,11975,0.08,36 months,debt_consolidation,0.08,RENT,4500,12,8422
20000,20000,0.18,36 months,debt_consolidation,0.22,RENT,6666.67,20,22990
24000,24000,0.22,60 months,debt_consolidation,0.31,MORTGAGE,10104.17,14,37686
7500,7500,0.2,36 months,debt_consolidation,0.19,RENT,3348,8,5322
6250,900,0.18,36 months,debt_consolidation,0.2,RENT,2916.67,17,17659
5000,4900,0.07,36 months,home_improvement,0.11,MORTGAGE,7083.33,9,0
10000,10000,0.11,36 months,small_business,0.23,MORTGAGE,5416.67,4,20143
12000,11341.5,0.07,36 months,debt_consolidation,0.18,RENT,5200,16,8182
7000,6775,0.09,36 months,debt_consolidation,0.08,RENT,5000,6,3337
4000,4000,0.07,36 months,car,0.01,RENT,5416.67,4,929
7800,7800,0.13,36 months,credit_card,0.16,MORTGAGE,5000,8,12889
15000,15000,0.15,36 months,debt_consolidation,0.16,RENT,6666.67,11,23226
14125,14125,0.18,36 months,debt_consolidation,0.08,RENT,3000,6,8992
8000,8000,0.05,36 months,credit_card,0.04,OWN,3936,7,5235
4325,4325,0.07,36 months,credit_card,0.05,MORTGAGE,3691.67,9,5074
15000,15000,0.13,36 months,car,0.1,RENT,3000,9,7005
12000,12000,0.1,36 months,debt_consolidation,0.28,RENT,2916.67,8,6913
6575,6575,0.09,36 months,debt_consolidation,0.04,MORTGAGE,7500,5,6670
9000,9000,0.1,36 months,debt_consolidation,0.14,RENT,5166.67,10,6490
4500,4500,0.09,36 months,credit_card,0.07,MORTGAGE,5250,10,9356
20000,19875,0.1,36 months,credit_card,0.13,MORTGAGE,10000,14,25668
1950,1950,0.13,36 months,other,0.15,RENT,2600,6,4100
35000,35000,0.16,36 months,debt_consolidation,0.17,MORTGAGE,39583.33,14,55965
8000,8000,0.14,36 months,credit_card,0.16,RENT,4166.67,12,16838
15000,15000,0.11,36 months,medical,0.08,RENT,8750,6,6056
5650,5650,0.08,36 months,debt_consolidation,0.16,MORTGAGE,5100,6,9863
6800,6800,0.16,36 months,debt_consolidation,0.15,RENT,2708.33,5,2964
3000,3000,0.19,36 months,other,0.29,MORTGAGE,7116.25,7,7416
5675,5675,0.11,36 months,debt_consolidation,0.29,RENT,2333.33,6,9687
12000,12000,0.18,60 months,debt_consolidation,0.01,MORTGAGE,6500,4,1549
11100,11100,0.15,36 months,debt_consolidation,0.12,MORTGAGE,2666.67,12,8990
16000,16000,0.19,60 months,debt_consolidation,0.18,RENT,6666.67,16,11232
4800,4800,0.11,36 months,debt_consolidation,0.2,RENT,2666.67,5,3831
6200,6200,0.15,36 months,credit_card,0.21,RENT,1940,5,16850
6000,6000,0.1,36 months,credit_card,0.16,OWN,5166.67,13,8862
2250,2250,0.1,36 months,car,0.18,OWN,5833.33,12,14637
24000,14860.05,0.14,60 months,debt_consolidation,0.11,MORTGAGE,7750,11,2594
10000,10000,0.12,36 months,debt_consolidation,0.06,RENT,4333.33,6,4665
10000,10000,0.14,36 months,debt_consolidation,0.17,MORTGAGE,10416.67,12,12492
12000,12000,0.13,36 months,credit_card,0.06,MORTGAGE,4833.33,9,12025
12000,12000,0.13,36 months,debt_consolidation,0.18,RENT,3916.67,14,12134
20800,13796.59,0.12,36 months,credit_card,0.17,MORTGAGE,5833.33,11,14337
8000,8000,0.13,36 months,debt_consolidation,0.17,MORTGAGE,7083,11,9345
10000,10000,0.1,36 months,debt_consolidation,0.12,RENT,4166.67,9,10979
6000,6000,0.14,36 months,debt_consolidation,0.08,MORTGAGE,5184.75,8,14422
4500,4500,0.12,36 months,debt_consolidation,0.14,RENT,1250,8,6265
3600,3600,0.07,36 months,medical,0.16,RENT,2500,8,650
11200,11200,0.16,36 months,debt_consolidation,0.12,RENT,2666.67,9,5666
4000,3925,0.11,36 months,other,0.14,MORTGAGE,4700,7,19310
6000,6000,0.13,60 months,debt_consolidation,0.14,RENT,3458,6,2072
17000,17000,0.13,36 months,debt_consolidation,0.15,MORTGAGE,10666.67,18,26539
8000,8000,0.13,36 months,debt_consolidation,0.07,MORTGAGE,4583.33,13,9085
2800,2800,0.07,36 months,educational,0.08,MORTGAGE,4158,12,562
12375,12375,0.06,36 months,debt_consolidation,0.19,MORTGAGE,6750,11,8135
18825,18825,0.17,60 months,credit_card,0.33,MORTGAGE,3583.33,12,13426
9600,9600,0.11,36 months,debt_consolidation,0.24,MORTGAGE,4389.92,10,2195
14400,14400,0.13,36 months,credit_card,0.11,RENT,5000,13,19772
6000,6000,0.18,60 months,vacation,0.15,OWN,4416.67,9,28349
9000,9000,0.06,36 months,major_purchase,0.09,MORTGAGE,14166.67,13,40909
20000,19850,0.12,60 months,wedding,0.16,RENT,4166.67,11,3202
15000,15000,0.13,36 months,house,0.23,MORTGAGE,3750,12,21016
20000,20000,0.11,60 months,debt_consolidation,0.23,MORTGAGE,9166.67,24,53494
13750,13750,0.2,60 months,medical,0.22,MORTGAGE,2916.67,7,4690
6000,6000,0.17,60 months,home_improvement,0.18,MORTGAGE,13625,10,26688
20000,20000,0.08,36 months,debt_consolidation,0.1,MORTGAGE,10400,14,15626
12800,12800,0.11,60 months,home_improvement,0.2,MORTGAGE,3333.33,13,24723
6000,6000,0.06,36 months,debt_consolidation,0.08,MORTGAGE,3666.67,19,6275
12000,12000,0.08,36 months,debt_consolidation,0.13,RENT,7166.67,16,13715
12500,12500,0.13,36 months,credit_card,0.28,RENT,3416.67,12,14174
5000,5000,0.18,36 months,other,0.05,RENT,1800,2,1749
4950,4950,0.14,36 months,debt_consolidation,0.09,OWN,2916.67,11,7931
30000,30000,0.13,60 months,other,0.16,RENT,20416.67,6,0
10000,10000,0.12,36 months,debt_consolidation,0.14,MORTGAGE,6083.33,13,19263
6000,6000,0.15,36 months,debt_consolidation,0.12,MORTGAGE,14333.33,11,31640
24000,24000,0.08,36 months,debt_consolidation,0.21,MORTGAGE,10166.67,15,29523
14000,14000,0.1,60 months,debt_consolidation,0.1,MORTGAGE,11333.33,6,27477
6000,6000,0.07,36 months,credit_card,0.19,RENT,2100,8,2376
22400,22400,0.13,36 months,debt_consolidation,0.16,RENT,7375,8,9673
8000,8000,0.08,36 months,vacation,0,RENT,7300,2,0
24575,24550,0.2,36 months,credit_card,0.19,MORTGAGE,5166.67,8,23157
8000,8000,0.15,60 months,credit_card,0.06,MORTGAGE,4833.33,8,9676
10000,10000,0.14,36 months,debt_consolidation,0.13,MORTGAGE,7916.67,11,8271
29000,27884.92,0.11,60 months,debt_consolidation,0.04,MORTGAGE,15000,12,55964
5400,5400,0.06,36 months,credit_card,0.04,OWN,2333.33,9,4224
12375,12375,0.07,36 months,debt_consolidation,0.31,MORTGAGE,3500,16,14037
30000,30000,0.16,60 months,debt_consolidation,0.21,MORTGAGE,6666.67,14,32854
5000,5000,0.06,36 months,major_purchase,0.03,RENT,3033,7,3663
6200,6200,0.19,60 months,credit_card,0.11,MORTGAGE,4250,9,5936
7000,7000,0.07,36 months,major_purchase,0.07,OWN,6280,14,353
29175,29175,0.21,60 months,credit_card,0.09,RENT,12500,9,15308
35000,33645.15,0.17,60 months,debt_consolidation,0.06,MORTGAGE,16133.33,11,32222
6000,6000,0.17,60 months,debt_consolidation,0.09,RENT,2400,7,7261
35000,35000,0.12,60 months,debt_consolidation,0.13,MORTGAGE,12083.33,15,18385
16400,12136.46,0.14,36 months,small_business,0.17,MORTGAGE,6074.17,14,23831
8450,8450,0.13,60 months,major_purchase,0.13,MORTGAGE,1375,2,0
18000,18000,0.18,36 months,debt_consolidation,0.2,RENT,6916.67,15,23786
12375,12325,0.13,36 months,debt_consolidation,0.25,MORTGAGE,4416.67,7,32725
10000,10000,0.05,36 months,home_improvement,0.02,MORTGAGE,8000,6,8974
2000,2000,0.14,36 months,debt_consolidation,0.28,MORTGAGE,3513.33,18,23635
12000,12000,0.22,60 months,debt_consolidation,0.13,MORTGAGE,2866.5,5,9626
5000,5000,0.08,36 months,other,0.16,RENT,3750,6,1703
12000,12000,0.06,36 months,major_purchase,0.03,MORTGAGE,3416.67,6,3732
6000,6000,0.14,36 months,home_improvement,0.13,MORTGAGE,10000,9,8230
13000,12975,0.1,60 months,home_improvement,0.09,MORTGAGE,10500,8,6810
4750,4700,0.17,36 months,other,0.18,MORTGAGE,3583.33,11,2964
10000,9925,0.18,36 months,small_business,0.13,MORTGAGE,11250,13,16740
1000,1000,0.15,36 months,moving,0.25,OWN,3176,6,10982
9600,9600,0.16,36 months,debt_consolidation,0.27,RENT,5166.67,14,5639
3625,3625,0.14,36 months,debt_consolidation,0.11,MORTGAGE,3895,9,12251
10000,10000,0.13,36 months,debt_consolidation,0.08,OWN,3500,11,11401
19425,19400,0.12,60 months,debt_consolidation,0.18,MORTGAGE,3225.23,10,6782
8400,8400,0.14,36 months,credit_card,0.17,RENT,4583.33,14,20318
10000,10000,0.14,36 months,debt_consolidation,0.18,RENT,4166.67,9,10545
6000,6000,0.13,36 months,debt_consolidation,0.22,MORTGAGE,9367,13,33815
10000,10000,0.14,36 months,debt_consolidation,0.25,RENT,4666.67,9,19479
6000,6000,0.12,36 months,debt_consolidation,0.16,RENT,1312.08,7,12475
16000,16000,0.15,60 months,major_purchase,0.16,RENT,11250,10,15550
22000,21925,0.17,36 months,credit_card,0.18,MORTGAGE,8666.67,12,9317
25000,24950,0.21,36 months,credit_card,0.08,MORTGAGE,12500,3,26057
13200,13200,0.2,36 months,credit_card,0.09,MORTGAGE,5083.33,5,10771
24000,14450,0.1,60 months,debt_consolidation,0.08,MORTGAGE,8083.33,9,13559
12250,2200,0.15,36 months,debt_consolidation,0.24,MORTGAGE,7416.67,13,19136
21000,21000,0.11,60 months,debt_consolidation,0.16,MORTGAGE,7083.33,8,22298
9000,9000,0.14,36 months,credit_card,0.15,MORTGAGE,7083.33,19,11077
5000,5000,0.11,36 months,credit_card,0.18,RENT,4665.83,21,4677
35000,34975,0.09,36 months,debt_consolidation,0.18,OWN,8750,8,31600
20000,20000,0.22,60 months,credit_card,0.25,OTHER,6416.67,15,14115
12000,11975,0.08,36 months,debt_consolidation,0.13,RENT,10000,9,23474
10000,10000,0.13,36 months,credit_card,0.22,RENT,6000,8,11088
10750,10725,0.13,36 months,debt_consolidation,0.14,MORTGAGE,4416.67,6,11525
4000,3975,0.15,36 months,moving,0.22,RENT,5600,8,7900
10450,10450,0.13,36 months,debt_consolidation,0.21,RENT,2658.83,10,13371
3000,2950,0.09,36 months,home_improvement,0.17,MORTGAGE,4166.67,4,8082
11000,11000,0.12,36 months,debt_consolidation,0.06,MORTGAGE,4583.33,11,12361
7500,7500,0.13,36 months,debt_consolidation,0.08,RENT,2796.8,4,4788
7350,7325,0.11,36 months,debt_consolidation,0.2,MORTGAGE,4000,17,33178
10000,10000,0.11,36 months,debt_consolidation,0.1,RENT,5000,6,5510
8000,8000,0.17,36 months,other,0.12,RENT,1750,9,5828
33600,33600,0.24,60 months,debt_consolidation,0.19,RENT,7666.67,18,12337
12000,12000,0.15,60 months,credit_card,0.17,RENT,4333.33,15,17997
5000,5000,0.17,60 months,car,0.17,RENT,2400,6,2023
10000,10000,0.11,36 months,credit_card,0.12,MORTGAGE,12083.33,14,38378
2075,2075,0.1,36 months,debt_consolidation,0.22,RENT,2250,5,7195
16000,15825,0.17,36 months,credit_card,0.2,MORTGAGE,6250,18,30772
